Wall time,Step,Value
1717140865.09775,0,0.8942307829856873
1717140876.9793346,1,0.9658119678497314
1717140889.3381805,2,0.9743589758872986
1717140901.5748332,3,0.9572649598121643
1717140914.244164,4,0.9487179517745972
1717140927.0313427,5,0.9508547186851501
1717140939.8768356,6,0.9508547186851501
1717140952.5507414,7,0.9177350401878357
1717140965.2682867,8,0.9262820482254028
1717140977.9423225,9,0.9198718070983887
1717140990.7328625,10,0.9134615659713745
1717141003.6259196,11,0.8931623697280884
1717141015.8594425,12,0.9017093777656555
1717141027.6096544,13,0.8985042572021484
1717141040.298981,14,0.8963675498962402
1717141053.0013463,15,0.8611111044883728
1717141065.607975,16,0.9091880321502686
1717141078.2416782,17,0.879273533821106
1717141090.9103718,18,0.8803418874740601
1717141103.5541878,19,0.8814102411270142
1717141116.1882653,20,0.882478654384613
1717141128.851465,21,0.879273533821106
1717141141.5316286,22,0.8696581125259399
1717141154.231246,23,0.879273533821106
1717141166.1715662,24,0.8664529919624329
1717141176.4969354,25,0.8717948794364929
1717141186.8587136,26,0.8653846383094788
1717141197.2004042,27,0.875
1717141209.0006378,28,0.8717948794364929
1717141221.154471,29,0.8568376302719116
1717141233.7011166,30,0.8632478713989258
1717141246.3280277,31,0.8664529919624329
1717141259.1225207,32,0.8685897588729858
1717141271.7225235,33,0.8557692170143127
1717141284.3596673,34,0.8653846383094788
1717141296.9576943,35,0.8557692170143127
1717141309.4958975,36,0.8589743375778198
1717141322.0860806,37,0.8514957427978516
1717141334.7193203,38,0.8472222089767456
1717141347.4715173,39,0.8450854420661926
1717141360.0356746,40,0.8536324501037598
1717141372.7949233,41,0.8482906222343445
1717141385.3703356,42,0.8493589758872986
1717141397.081244,43,0.8386752009391785
1717141409.5137603,44,0.8397436141967773
1717141422.251004,45,0.8440170884132385
1717141434.874425,46,0.8493589758872986
1717141447.595112,47,0.8290598392486572
1717141460.3298004,48,0.8290598392486572
1717141472.9754717,49,0.8450854420661926
1717141485.572757,50,0.8194444179534912
1717141498.22113,51,0.8461538553237915
1717141510.7974203,52,0.8525640964508057
1717141523.4860423,53,0.8269230723381042
1717141536.1864436,54,0.8279914259910583
1717141548.7833178,55,0.8333333134651184
1717141561.456682,56,0.8344017267227173
1717141574.1877732,57,0.8376068472862244
1717141586.8282669,58,0.8579059839248657
1717141599.471307,59,0.8322649598121643
1717141612.1121979,60,0.817307710647583
1717141624.7949245,61,0.8461538553237915
1717141636.4456344,62,0.8365384340286255
1717141648.2338567,63,0.8504273295402527
1717141658.87572,64,0.81517094373703
1717141670.7014804,65,0.8365384340286255
1717141682.9041312,66,0.8205128312110901
1717141695.5131638,67,0.8440170884132385
1717141708.1962972,68,0.8215811848640442
1717141720.908027,69,0.8429487347602844
1717141733.3784287,70,0.8322649598121643
1717141745.1523402,71,0.8354700803756714
1717141757.0114877,72,0.8290598392486572
1717141769.632729,73,0.8429487347602844
1717141782.2534714,74,0.8440170884132385
1717141794.856579,75,0.8376068472862244
1717141807.405297,76,0.8044871687889099
1717141820.0298808,77,0.8408119678497314
1717141832.6600478,78,0.8376068472862244
1717141845.2520218,79,0.8418803215026855
1717141857.9081101,80,0.8472222089767456
1717141870.5202067,81,0.8386752009391785
1717141883.065754,82,0.8493589758872986
1717141895.5828383,83,0.8450854420661926
1717141907.7052374,84,0.8258547186851501
1717141920.313351,85,0.8365384340286255
1717141932.2574809,86,0.8418803215026855
1717141944.1197226,87,0.8440170884132385
1717141956.4435983,88,0.8514957427978516
1717141969.018363,89,0.8429487347602844
1717141981.775626,90,0.8461538553237915
1717141994.4187145,91,0.8440170884132385
1717142007.0032835,92,0.8525640964508057
1717142019.8840127,93,0.8440170884132385
1717142032.6210628,94,0.8579059839248657
1717142045.1084073,95,0.8536324501037598
1717142057.4514918,96,0.8493589758872986
1717142069.8578937,97,0.8461538553237915
1717142082.4225776,98,0.8440170884132385
1717142094.7770517,99,0.8525640964508057
1717142107.2710733,100,0.8365384340286255
1717142119.4053783,101,0.8632478713989258
1717142131.6782224,102,0.8418803215026855
1717142143.4241257,103,0.8344017267227173
1717142155.8569717,104,0.8461538553237915
1717142167.172123,105,0.8344017267227173
1717142178.2713215,106,0.8408119678497314
1717142190.230724,107,0.8504273295402527
1717142202.8444836,108,0.8653846383094788
1717142215.3776014,109,0.8717948794364929
1717142226.3791692,110,0.8536324501037598
1717142238.3128479,111,0.8632478713989258
1717142249.687985,112,0.8525640964508057
1717142261.760538,113,0.8450854420661926
1717142274.3330235,114,0.8472222089767456
1717142286.9265764,115,0.8408119678497314
1717142299.3270998,116,0.8408119678497314
1717142311.684153,117,0.8386752009391785
1717142324.4333136,118,0.8376068472862244
1717142337.1618552,119,0.8269230723381042
1717142349.7791672,120,0.8376068472862244
1717142362.406011,121,0.8525640964508057
1717142375.0301573,122,0.8226495981216431
1717142387.7329938,123,0.8344017267227173
1717142400.405291,124,0.8493589758872986
1717142413.1371996,125,0.8568376302719116
1717142425.7995863,126,0.8472222089767456
1717142438.503939,127,0.8482906222343445
1717142451.2671502,128,0.8408119678497314
1717142464.0413337,129,0.8440170884132385
1717142476.7043047,130,0.8440170884132385
1717142489.317421,131,0.8653846383094788
1717142502.0018482,132,0.8653846383094788
1717142514.515496,133,0.8611111044883728
1717142527.1778889,134,0.8429487347602844
1717142539.9123604,135,0.8429487347602844
1717142552.3850613,136,0.8600427508354187
1717142564.9098434,137,0.8397436141967773
1717142577.5433133,138,0.8450854420661926
1717142590.1403031,139,0.8429487347602844
1717142602.7124774,140,0.8653846383094788
1717142615.3570895,141,0.8632478713989258
1717142627.9745536,142,0.867521345615387
1717142640.6016686,143,0.8557692170143127
1717142653.3366132,144,0.8514957427978516
1717142666.0676427,145,0.867521345615387
1717142678.6892622,146,0.8589743375778198
1717142691.3103402,147,0.8632478713989258
1717142704.107012,148,0.870726466178894
1717142716.6760342,149,0.8536324501037598
1717142729.3401308,150,0.8504273295402527
1717142742.02393,151,0.870726466178894
1717142754.6933265,152,0.8600427508354187
1717142767.519863,153,0.8653846383094788
1717142780.2460222,154,0.8653846383094788
1717142792.8807015,155,0.8568376302719116
1717142805.5670042,156,0.8653846383094788
1717142818.2790856,157,0.8525640964508057
1717142830.7973685,158,0.8664529919624329
1717142843.4401047,159,0.8664529919624329
1717142856.1242352,160,0.8739316463470459
1717142868.6893964,161,0.8653846383094788
1717142881.2987258,162,0.879273533821106
1717142894.002524,163,0.8803418874740601
1717142906.4761698,164,0.8664529919624329
1717142918.9440415,165,0.8814102411270142
1717142931.6758308,166,0.8846153616905212
1717142944.2180731,167,0.8856837749481201
1717142956.8645117,168,0.8653846383094788
1717142969.5399196,169,0.867521345615387
1717142982.173554,170,0.870726466178894
1717142994.6532524,171,0.8835470080375671
1717143007.3570604,172,0.877136766910553
1717143019.9383268,173,0.8803418874740601
1717143032.428836,174,0.8814102411270142
